Id,SalePrice
1461,146242.511
1462,186557.3747
1463,188472.5584
1464,185612.3695
1465,208060.3304
1466,165099.4639
1467,202142.4811
1468,171168.6892
1469,216725.8577
1470,151097.0881
1471,221470.9437
1472,108014.5002
1473,111978.1922
1474,147818.9881
1475,146025.8894
1476,265868.4043
1477,258059.4184
1478,267162.2302
1479,281365.0127
1480,361958.1487
1481,265080.3062
1482,233021.1601
1483,238568.3287
1484,208011.4301
1485,177810.1031
1486,182991.9063
1487,260631.0603
1488,255007.601
1489,223768.7671
1490,244418.4465
1491,184694.4639
1492,113199.5475
1493,219711.0864
1494,214174.1299
1495,225463.7203
1496,239889.4311
1497,177466.8416
1498,154528.8812
1499,153884.0678
1500,154914.2973
1501,164904.4188
1502,146112.1878
1503,247169.7429
1504,189799.5648
1505,241247.9488
1506,239353.9776
1507,214650.7544
1508,207589.9228
1509,157810.4198
1510,181160.1049
1511,179277.8038
1512,208503.0779
1513,170528.8844
1514,227365.6654
1515,232634.4642
1516,151001.7799
1517,173055.7821
1518,206744.2766
1519,241335.0067
1520,164059.7371
1521,172575.88
1522,207205.6581
1523,131937.8969
1524,152179.439
1525,146534.9011
1526,153722.5089
1527,108823.6877
1528,121880.4935
1529,167711.1182
1530,193606.0719
1531,101474.2633
1532,100919.5768
1533,179094.1099
1534,111497.735
1535,145432.5346
1536,116229.401
1537,99164.6046
1538,84664.12645
1539,95208.05849
1540,113119.0571
1541,102400.5457
1542,141990.0911
1543,127298.6274
1544,90427.73713
1545,90995.26578
1546,114675.1635
1547,127179.5501
1548,116499.5933
1549,82472.79399
1550,112153.3917
1551,118038.7749
1552,94706.65021
1553,86042.05121
1554,73699.5057
1555,221198.0057
1556,83823.16107
1557,127019.221
1558,91271.4673
1559,89980.18776
1560,92119.28401
1561,239941.7271
1562,147343.3221
1563,146792.0709
1564,204738.4597
1565,136464.7761
1566,226234.1152
1567,95731.62101
1568,189859.8987
1569,143975.1925
1570,151571.0714
1571,155399.9633
1572,163062.861
1573,259084.3696
1574,186865.8628
1575,224051.1388
1576,186337.4202
1577,223393.8847
1578,79775.25193
1579,188315.4991
1580,180757.4528
1581,178471.5563
1582,151707.2095
1583,290439.5228
1584,195138.7597
1585,178075.6969
1586,102865.2227
1587,145419.2647
1588,180249.786
1589,123198.0371
1590,174430.9496
1591,144183.1386
1592,139368.6354
1593,116216.1634
1594,144965.7587
1595,113433.463
1596,155562.5021
1597,158173.7057
1598,187949.9769
1599,180698.5828
1600,195515.2408
1601,88708.25635
1602,86699.05331
1603,81766.08335
1604,253816.4255
1605,197023.6314
1606,197513.6504
1607,271507.9488
1608,237394.7315
1609,223956.3253
1610,176509.0756
1611,188627.3819
1612,239488.7421
1613,227913.7384
1614,154361.7058
1615,112733.77
1616,113141.2229
1617,115192.0721
1618,149981.7996
1619,165207.8831
1620,197398.637
1621,150377.5346
1622,150428.4614
1623,264174.4704
1624,204656.2445
1625,141102.0427
1626,209041.9958
1627,186568.3945
1628,200245.3601
1629,185055.4496
1630,339836.7082
1631,235209.9964
1632,256887.2505
1633,168083.1591
1634,185684.7905
1635,159694.4851
1636,202754.3206
1637,167712.0144
1638,189669.2709
1639,236229.05
1640,227235.2132
1641,239780.256
1642,196395.3625
1643,197748.8529
1644,192625.3254
1645,226925.3664
1646,178973.527
1647,188145.0112
1648,178672.6711
1649,168087.7925
1650,148089.5167
1651,151005.1768
1652,110074.9592
1653,109044.7297
1654,144063.0704
1655,166693.7116
1656,149945.7543
1657,146177.3439
1658,150990.3984
1659,146886.9875
1660,171656.9407
1661,280912.7418
1662,240654.3418
1663,301438.8318
1664,363419.536
1665,273894.8526
1666,279200.5945
1667,262614.8563
1668,273391.7287
1669,251809.3546
1670,282550.1984
1671,272257.938
1672,339866.9745
1673,210812.2325
1674,257720.7537
1675,230639.3452
1676,224019.4617
1677,235969.998
1678,344251.2422
1679,316073.2912
1680,283837.5897
1681,242563.5075
1682,270437.8849
1683,229724.0719
1684,175050.9248
1685,174723.7189
1686,214039.0414
1687,174094.9783
1688,184403.8948
1689,184385.1202
1690,178465.2164
1691,167512.7354
1692,188002.6705
1693,174383.2704
1694,176090.1469
1695,170156.7595
1696,220358.6064
1697,170250.9349
1698,241269.5721
1699,289536.1265
1700,197518.2992
1701,209382.3067
1702,269750.894
1703,265215.2544
1704,268264.4301
1705,240800.9988
1706,341529.4335
1707,242137.6763
1708,239550.7233
1709,254411.539
1710,240735.9406
1711,192850.4625
1712,280013.9718
1713,263934.9379
1714,248742.2456
1715,178226.162
1716,222083.088
1717,211763.2401
1718,211307.1326
1719,187227.8305
1720,247253.325
1721,212509.2395
1722,212509.2395
1723,210881.2843
1724,242819.8593
1725,183779.9679
1726,168468.0308
1727,212992.6128
1728,164424.1031
1729,152016.8792
1730,170024.103
1731,153401.1814
1732,140221.4341
1733,140778.7989
1734,159849.7519
1735,146131.4572
1736,144485.2435
1737,275222.3634
1738,184919.1498
1739,227440.8822
1740,265505.4914
1741,221521.788
1742,164921.7163
1743,160573.3711
1744,240988.4411
1745,250145.3295
1746,215527.6722
1747,197413.5125
1748,186639.6845
1749,194065.6496
1750,182164.2312
1751,204431.1178
1752,145087.2378
1753,213899.8698
1754,183078.9084
1755,201246.8499
1756,141000.8979
1757,137801.5709
1758,184012.4637
1759,221410.1173
1760,183412.977
1761,185626.9394
1762,141114.3996
1763,210275.3078
1764,144319.4002
1765,225796.1169
1766,197800.5544
1767,217671.4283
1768,161745.7137
1769,186713.1836
1770,150575.3853
1771,167209.7738
1772,183166.7954
1773,168606.6333
1774,232637.7476
1775,151339.2826
1776,157716.4077
1777,117018.977
1778,145870.8327
1779,165626.5168
1780,123688.9564
1781,161656.4774
1782,127425.0555
1783,102025.3461
1784,63165.29
1785,124992.5724
1786,137041.053
1787,92660.08414
1788,90599.54842
1789,98494.50084
1790,56168.4086
1791,185829.0004
1792,192558.5206
1793,165896.4501
1794,144871.3341
1795,160723.2617
1796,163848.0591
1797,119127.898
1798,152730.717
1799,117243.7462
1800,167786.6331
1801,127049.9252
1802,145285.1507
1803,154593.5745
1804,165103.0061
1805,158822.4895
1806,108905.8033
1807,99609.52171
1808,89465.08849
1809,79588.69293
1810,115922.5617
1811,119510.6034
1812,83305.38465
1813,117427.5689
1814,96646.63803
1815,92330.9167
1816,94297.99365
1817,85812.18039
1818,98610.73667
1819,71308.80255
1820,78153.69388
1821,111991.2185
1822,80925.69552
1823,71912.55277
1824,152866.4537
1825,117812.6193
1826,95737.77766
1827,113209.9598
1828,126508.5695
1829,122893.5775
1830,109806.429
1831,132708.5453
1832,115897.7795
1833,130247.3312
1834,78605.23017
1835,87652.78921
1836,134071.97
1837,100506.4834
1838,84199.71318
1839,105613.8645
1840,200928.1369
1841,186883.0115
1842,96932.11515
1843,167149.0552
1844,173312.778
1845,150628.059
1846,171596.6903
1847,255787.7424
1848,107027.4512
1849,188847.2443
1850,155824.5366
1851,128228.2418
1852,153226.2203
1853,177278.2391
1854,190879.7511
1855,217955.8117
1856,195459.6723
1857,113989.6519
1858,180935.7669
1859,220667.0599
1860,191809.8744
1861,218580.2696
1862,212314.9918
1863,208551.8183
1864,208587.3744
1865,269020.3314
1866,271652.6127
1867,246296.386
1868,282340.8202
1869,226145.9399
1870,227201.7078
1871,248407.6285
1872,173475.9372
1873,187587.4618
1874,187318.9879
1875,240879.6521
1876,184621.0409
1877,239350.1224
1878,243260.1624
1879,169260.1674
1880,161995.6972
1881,255999.4173
1882,206428.6249
1883,180436.1195
1884,191624.1418
1885,247586.6533
1886,277552.861
1887,229739.5104
1888,258894.3365
1889,165922.047
1890,168185.4914
1891,200545.5061
1892,137285.9842
1893,179593.6754
1894,217313.3832
1895,203894.7868
1896,118397.3087
1897,111393.0188
1898,90273.3536
1899,128662.6715
1900,72357.84371
1901,121300.4534
1902,183729.7933
1903,153730.9103
1904,156992.0301
1905,209620.7292
1906,146196.1366
1907,239996.8624
1908,120451.8266
1909,124463.2008
1910,124582.3615
1911,200896.6358
1912,300921.4685
1913,83572.06383
1914,77210.69278
1915,257126.6124
1916,95346.24822
1917,198572.684
1918,163758.4483
1919,197452.5445
1920,242586.0966
1921,303994.3492
1922,267701.7684
1923,209308.4177
1924,230736.1404
1925,203753.1056
1926,296716.8659
1927,164884.9951
1928,204118.4195
1929,144358.1636
1930,193849.5365
1931,173154.0385
1932,151363.5593
1933,142794.9673
1934,183355.9375
1935,157538.5403
1936,185186.6581
1937,187470.7019
1938,230771.7175
1939,252359.5381
1940,208122.7937
1941,187337.5457
1942,175252.1637
1943,211257.0584
1944,219088.263
1945,287415.033
1946,210351.5614
1947,267085.9397
1948,225045.5725
1949,249819.3224
1950,202493.6603
1951,280651.0728
1952,251119.3008
1953,192813.2109
1954,200598.9095
1955,136068.9204
1956,214062.4935
