Id,SalePrice
1461,169153.5144
1462,170455.0863
1463,222828.364
1464,216331.5451
1465,197986.1391
1466,209547.5701
1467,204058.6262
1468,213114.6578
1469,205809.4879
1470,174868.8431
1471,209287.692
1472,162517.9424
1473,162517.9424
1474,169205.7503
1475,169205.7503
1476,237233.6585
1477,237284.6878
1478,229039.4656
1479,234350.5955
1480,231982.3719
1481,229289.8338
1482,221448.5784
1483,243274.6002
1484,213428.813
1485,231306.9759
1486,221666.5198
1487,231548.4834
1488,223869.1765
1489,229797.6684
1490,226834.9997
1491,228490.1583
1492,109437.6765
1493,194640.5645
1494,215962.9742
1495,210496.4832
1496,214028.4536
1497,211334.1064
1498,210721.7547
1499,209352.1282
1500,210717.9044
1501,204778.9747
1502,207698.5468
1503,238589.2288
1504,213758.091
1505,217757.2112
1506,174968.1646
1507,211162.1373
1508,207098.7661
1509,178684.0259
1510,171855.1451
1511,172467.4967
1512,173384.215
1513,171164.7649
1514,173862.7306
1515,152987.3843
1516,164476.4464
1517,175488.4315
1518,158208.0534
1519,219525.0982
1520,159130.8952
1521,164591.0307
1522,163176.4984
1523,155711.2359
1524,155489.8614
1525,159474.9253
1526,169067.0892
1527,105555.3671
1528,144135.9339
1529,159649.5849
1530,168084.4042
1531,71916.29268
1532,98588.84652
1533,151816.9114
1534,128102.248
1535,151865.8528
1536,106251.4068
1537,113241.0762
1538,81713.91899
1539,66831.45417
1540,94238.82998
1541,113720.5196
1542,142307.5076
1543,108072.5963
1544,106468.9309
1545,127630.9692
1546,128996.7454
1547,132463.1197
1548,139922.9546
1549,124023.5221
1550,115828.8652
1551,106023.4914
1552,99126.55603
1553,104839.1009
1554,95696.50558
1555,173853.8699
1556,107038.6033
1557,102812.9129
1558,128998.7866
1559,84842.61862
1560,88121.43705
1561,175615.2162
1562,168181.0352
1563,170977.905
1564,183802.8683
1565,177907.6845
1566,208233.4258
1567,117893.8354
1568,203516.509
1569,151983.9621
1570,153838.0891
1571,145395.1052
1572,155312.7434
1573,246678.1621
1574,172389.4682
1575,205394.434
1576,214366.7775
1577,227377.0702
1578,91174.7519
1579,215900.3938
1580,213657.3776
1581,198390.8937
1582,175722.5171
1583,223999.3476
1584,213734.9421
1585,211846.2086
1586,141493.9612
1587,153918.6228
1588,175492.9778
1589,151745.4237
1590,177421.4682
1591,154417.5967
1592,104803.1025
1593,131488.7846
1594,168322.1081
1595,124540.8199
1596,139449.8199
1597,162249.7595
1598,230600.4516
1599,191647.6036
1600,191647.6036
1601,134759.2063
1602,109456.279
1603,74438.25351
1604,211938.2933
1605,218519.6816
1606,186919.5062
1607,191963.0106
1608,233904.2748
1609,230997.8776
1610,226898.508
1611,182124.0502
1612,224803.8014
1613,221569.4248
1614,166706.8917
1615,160735.7672
1616,161601.2242
1617,164312.3648
1618,173281.0432
1619,203148.4487
1620,193926.6649
1621,207785.5746
1622,177879.3401
1623,210692.8997
1624,215591.4808
1625,165153.6983
1626,184006.0576
1627,215376.0445
1628,226863.1121
1629,210379.0231
1630,219051.7783
1631,211028.5798
1632,208223.3133
1633,214178.1085
1634,211273.5205
1635,208470.0632
1636,203934.3467
1637,191573.3787
1638,195694.7373
1639,190955.1355
1640,196666.7992
1641,191281.7231
1642,217081.8152
1643,214005.0728
1644,218716.5621
1645,183683.7844
1646,183883.5873
1647,187106.8301
1648,173705.375
1649,176459.1482
1650,172088.7667
1651,177459.3226
1652,165249.4948
1653,163883.7186
1654,170628.6793
1655,169205.7503
1656,172078.1435
1657,173474.5373
1658,173474.5373
1659,170212.2802
1660,174120.8462
1661,237357.7061
1662,236196.7431
1663,234830.9669
1664,236206.485
1665,233255.182
1666,238593.9604
1667,255822.1493
1668,230783.3226
1669,229082.5622
1670,237206.8913
1671,229079.8251
1672,233970.4735
1673,229863.6352
1674,226604.5792
1675,219617.415
1676,215980.0462
1677,229295.0761
1678,234442.2163
1679,233945.9795
1680,224706.7531
1681,222832.957
1682,235658.2909
1683,209896.8892
1684,227831.0917
1685,223728.3357
1686,212020.1722
1687,223415.8043
1688,220456.1047
1689,224826.2543
1690,221092.7185
1691,219478.1513
1692,227740.5842
1693,224028.156
1694,215909.4864
1695,213149.5897
1696,229776.978
1697,213349.6245
1698,224659.9914
1699,212444.2254
1700,210411.4499
1701,213001.2334
1702,232471.3719
1703,230454.6939
1704,228933.7886
1705,225545.2109
1706,228239.3261
1707,225937.5799
1708,227258.2183
1709,233987.7309
1710,222199.7297
1711,228533.4869
1712,226207.0146
1713,228578.3927
1714,220625.29
1715,219382.2162
1716,227862.1732
1717,222199.7297
1718,219468.1774
1719,225852.9639
1720,224858.9131
1721,230841.5886
1722,230841.5886
1723,228206.2034
1724,224580.2004
1725,216690.3274
1726,203493.2215
1727,199683.9303
1728,209094.6619
1729,200546.4182
1730,189586.205
1731,166698.2163
1732,162778.9338
1733,163962.8136
1734,169909.6761
1735,164065.3362
1736,161391.1687
1737,203378.1732
1738,210794.2623
1739,210037.9621
1740,217440.1802
1741,218230.1139
1742,204815.7158
1743,205021.6422
1744,197276.4137
1745,204215.2858
1746,185512.9066
1747,189174.3055
1748,174853.859
1749,175952.4736
1750,174727.7703
1751,195398.5353
1752,168179.226
1753,173220.9213
1754,182781.3543
1755,192768.1137
1756,159243.3917
1757,159283.9831
1758,159256.9839
1759,166147.7491
1760,164515.9713
1761,170960.6477
1762,169203.4305
1763,168853.4621
1764,157174.5243
1765,173833.2729
1766,167012.3248
1767,182254.9172
1768,156482.799
1769,169141.0354
1770,161559.8901
1771,156462.3872
1772,155096.6111
1773,159830.3213
1774,160688.0776
1775,152461.2259
1776,158451.3702
1777,140887.7331
1778,148705.0051
1779,153963.2966
1780,150984.0665
1781,150002.7266
1782,152498.8949
1783,137428.5955
1784,78746.05469
1785,117144.2613
1786,103853.9107
1787,90472.86737
1788,127772.0421
1789,111478.8486
1790,70505.56404
1791,176097.3968
1792,168866.1731
1793,177099.1483
1794,157683.4722
1795,161306.3207
1796,159704.2326
1797,146867.4862
1798,156336.2985
1799,147835.4658
1800,159028.8366
1801,151086.3571
1802,144135.9339
1803,164980.0133
1804,186211.4515
1805,164361.3062
1806,118248.8141
1807,96814.78923
1808,107741.1837
1809,95984.03217
1810,128459.6851
1811,105002.2094
1812,96461.66645
1813,142654.5069
1814,104547.028
1815,128843.6575
1816,110922.3046
1817,95371.68052
1818,79264.51241
1819,92685.0807
1820,82512.29599
1821,100456.519
1822,95616.62118
1823,81289.35519
1824,107033.8717
1825,113216.1648
1826,107144.3269
1827,108755.0437
1828,126510.1337
1829,113888.5917
1830,99126.55603
1831,102870.0658
1832,98289.25818
1833,113029.7222
1834,94393.07782
1835,76795.15809
1836,109527.0708
1837,104063.9662
1838,103670.2052
1839,133680.5862
1840,202985.8509
1841,190177.449
1842,128517.7192
1843,177354.2949
1844,185007.1599
1845,176865.0628
1846,175319.6635
1847,170411.7577
1848,144680.6949
1849,167784.3052
1850,158138.1896
1851,144029.329
1852,151056.8994
1853,185488.2273
1854,207038.2736
1855,214780.8568
1856,210690.6265
